"","SubjectCode","Level","nTrialLevel","ClocksInSet","Accuracy","Jymmin","RT"
"3399",12,2,8186,25,18,0,93.4543147283907
"3400",12,2,8211,25,22,0,104.445872100504
"3401",12,2,8236,25,23,0,102.30673153921
"3402",12,2,8261,25,21,0,112.518851811752
"3403",12,2,8286,25,22,0,77.4659758102089
"3404",12,2,8311,25,16,0,102.958811877609
"3405",12,2,8336,25,20,0,101.020548123768
"3406",12,2,8361,25,19,0,145.801103336367
"3407",12,2,8386,25,21,0,136.243400963205
"3408",12,2,8411,25,22,0,97.507977884129
"3409",12,2,8436,25,21,0,87.2386804681681
"3410",12,2,8461,25,19,0,153.932785666669
"3411",12,2,8486,25,20,0,102.828088143862
"3412",12,2,8511,25,23,0,94.8278003790624
"3413",12,2,8536,25,20,0,80.9986414526132
"3414",12,2,8561,25,23,0,92.4556294757273
"3415",12,2,8586,25,25,0,105.10587315857
"3416",12,2,8611,25,25,0,77.8958819979502
"3417",12,2,8636,25,18,0,109.23874056169
"3418",12,2,8661,25,23,0,123.840353142907
"3419",12,2,8686,25,23,0,96.7249006553238
"3420",12,2,8711,25,21,0,97.7237783403295
"3421",12,2,8736,25,16,0,91.0343465090616
"3422",12,2,8761,25,20,0,95.4623878262005
"3423",12,2,8786,25,21,0,98.8126609667978
"3424",12,2,8811,10,9,0,36.7797623305201
"3425",12,2,8821,25,23,0,93.351205200074
"3426",12,2,8846,25,24,0,160.2180798504
"3427",12,2,8871,25,23,0,85.3944169676156
"3428",12,2,8896,25,23,0,93.2754098732728
"3429",12,2,8921,25,21,0,94.1239720861045
"3430",12,2,8946,25,21,0,98.2761744623701
"3431",12,2,8971,17,14,0,80.6007426157006
"3432",12,2,8988,25,20,0,128.300264650615
"3433",12,2,9013,25,21,0,112.805492488159
"3434",12,2,9038,25,16,0,96.1305063059631
"3435",12,2,9063,25,21,0,77.8003653318523
"3436",12,2,9088,8,6,0,24.5874743849863
"3437",12,2,9096,25,17,0,95.0237351927896
"3438",12,2,9121,25,23,0,90.0532765069682
"3439",12,2,9146,25,20,0,82.6936751864458
"3440",12,2,9171,25,22,0,104.861702073667
"3441",12,2,9196,25,20,0,91.7301707238876
"3442",12,2,9221,25,22,0,90.9241726576202
"3443",12,2,9246,25,24,0,106.85405469581
"3444",12,2,9271,25,22,0,104.440970813257
"3445",12,2,9296,17,12,0,191.846415756799
"3446",12,2,9313,25,22,0,124.932981011752
"3447",12,2,9338,25,25,0,109.353127939769
"3448",12,2,9363,25,20,0,80.3100818172377
"3449",12,2,9388,25,24,0,86.548565865661
"3450",12,2,9413,25,21,0,95.3000240511412
"3451",12,2,9438,25,23,0,82.7944538516644
"3452",12,2,9463,25,21,0,110.958304256964
"3453",12,2,9488,25,22,0,96.4659898384179
"3454",12,2,9513,25,21,0,70.3392947488471
"3455",12,2,9538,25,23,0,89.4581156907099
"3456",12,2,9563,25,22,0,111.817201557342
"3457",12,2,9588,25,21,0,92.6672991271071
"3458",12,2,9613,25,23,0,95.3882919064509
"3459",12,2,9638,25,23,0,79.3450360720633
"3460",12,2,9663,25,24,0,80.1237601047911
"3461",12,2,9688,25,21,0,76.6606726871105
"3462",12,2,9713,25,22,0,70.2021630577755
"3463",12,2,9738,25,22,0,79.9809948555988
"3464",12,2,9763,25,19,0,109.692995353242
"3465",12,2,9788,25,22,0,71.9091154421003
"3466",12,2,9813,25,23,0,107.400521521944
"3467",12,2,9838,25,22,0,82.536122980355
"3468",12,2,9863,25,22,0,81.7765958968516
"3469",12,2,9888,25,20,0,86.6669082402364
"3470",12,2,9913,25,20,0,91.8913485348651
"3471",12,2,9938,25,23,0,100.12305017725
"3472",12,2,9963,25,22,0,94.1584594045957
"3473",12,2,9988,22,19,0,100.998531582746
"3474",13,1,1,25,21,1,294.50498587294
"3475",13,1,26,25,22,1,263.280207141249
"3476",13,1,51,25,25,1,147.597428716004
"3477",13,1,76,25,25,1,176.200041264227
"3478",13,1,101,25,18,1,117.505142825786
"3479",13,1,126,25,25,1,350.334883963138
"3480",13,1,151,25,17,1,259.799831193051
"3481",13,1,176,25,21,1,178.838581018025
"3482",13,1,201,25,25,1,182.258215174125
"3483",13,1,226,25,25,1,292.101113770776
"3484",13,1,251,25,24,1,286.562551483412
"3485",13,1,276,25,25,1,239.217306118613
"3486",13,1,301,25,25,1,204.408300283816
"3487",13,1,326,25,21,1,208.647945091507
"3488",13,1,351,25,25,1,142.419198212684
"3489",13,1,376,25,25,1,207.96381224451
"3490",13,1,401,25,25,1,241.961007242721
"3491",13,1,426,25,24,1,206.342423002436
"3492",13,1,451,25,22,1,170.856585176733
"3493",13,1,476,25,25,1,181.915928222011
"3494",13,1,501,25,23,1,169.167620096432
"3495",13,1,526,25,25,1,176.390985942253
"3496",13,1,551,25,25,1,178.586800426868
"3497",13,1,576,25,23,1,187.495119025789
"3498",13,1,601,25,22,1,194.918529776401
"3499",13,1,626,25,25,1,157.910769915545
"3500",13,1,651,25,24,1,149.074425298253
"3501",13,1,676,25,25,1,124.721979311225
"3502",13,1,701,25,25,1,130.287289019343
"3503",13,1,726,25,22,1,159.473415362252
"3504",13,1,751,25,23,1,174.938449748291
"3505",13,1,776,25,25,1,186.012315213046
"3506",13,1,801,25,25,1,154.656947281335
"3507",13,1,826,25,23,1,135.825806578966
"3508",13,1,851,25,25,1,128.242030639622
"3509",13,1,876,25,23,1,180.246751592278
"3510",13,1,901,25,23,1,161.311695135102
"3511",13,1,926,25,23,1,331.16148705112
"3512",13,1,951,25,23,1,121.751841759594
"3513",13,1,976,25,23,1,125.188623302678
"3514",13,1,1001,25,25,1,148.323557208124
"3515",13,1,1026,1,1,1,4.23521334133745
"3516",13,1,1027,25,25,1,124.964230518491
"3517",13,1,1052,25,24,1,137.470245735333
"3518",13,1,1077,25,25,1,115.169220926599
"3519",13,1,1102,25,22,1,170.409239068369
"3520",13,1,1127,25,23,1,147.730039926454
"3521",13,1,1152,25,25,1,167.886555822787
"3522",13,1,1177,25,25,1,129.65689887356
"3523",13,1,1202,25,24,1,101.096015283754
"3524",13,1,1227,25,25,1,145.20921096453
"3525",13,1,1252,25,21,1,139.629543056282
"3526",13,1,1277,25,22,1,118.868957315474
"3527",13,1,1302,25,24,1,186.607645939542
"3528",13,1,1327,25,23,1,111.049405056389
"3529",13,1,1352,25,22,1,130.685502115478
"3530",13,1,1377,25,24,1,106.953528236385
"3531",13,1,1402,25,24,1,122.99341063689
"3532",13,1,1427,25,25,1,203.243704103037
"3533",13,1,1452,6,6,1,16.4962604616958
"3534",13,1,1458,25,21,1,175.669583941375
"3535",13,1,1483,25,25,1,136.145348786006
"3536",13,1,1508,25,22,1,144.810324125275
"3537",13,1,1533,25,23,1,166.683512641419
"3538",13,1,1558,25,25,1,96.2438908152512
"3539",13,1,1583,25,24,1,128.381691475269
"3540",13,1,1608,25,24,1,141.000557900047
"3541",13,1,1633,25,24,1,140.220987034655
"3542",13,1,1658,25,22,1,152.498232582527
"3543",13,1,1683,25,25,1,104.185950752355
"3544",13,1,1708,25,24,1,179.076660435329
"3545",13,1,1733,25,24,1,114.574575299123
"3546",13,1,1758,25,24,1,114.394571526341
"3547",13,1,1783,25,19,1,118.966588774247
"3548",13,1,1808,25,20,1,119.187007280155
"3549",13,1,1833,25,25,1,102.908963629401
"3550",13,1,1858,25,25,1,132.353524656392
"3551",13,1,1883,6,6,1,18.6698827394007
"3552",13,1,1889,25,23,1,98.4151207262609
"3553",13,1,1914,25,25,1,180.469674415393
"3554",13,1,1939,25,25,1,96.7429889926901
"3555",13,1,1964,25,22,1,95.3573273078256
"3556",13,1,1989,25,25,1,98.2187127462091
"3557",13,1,2014,25,25,1,86.7235291318157
"3558",13,1,2039,25,23,1,115.575916230712
"3559",13,1,2064,25,21,1,82.0606991717903
"3560",13,1,2089,6,6,1,25.4504475549454
"3561",13,1,2095,25,24,1,91.8717600564137
"3562",13,1,2120,25,25,1,152.659764619259
"3563",13,1,2145,25,24,1,126.54358277284
"3564",13,1,2170,25,23,1,148.386980668629
"3565",13,1,2195,25,25,1,118.50166892106
"3566",13,2,1,25,17,0,700.51936855433
"3567",13,2,26,25,22,0,234.893133782404
"3568",13,2,51,25,15,0,295.636480926037
"3569",13,2,76,25,17,0,209.099628665525
"3570",13,2,101,4,4,0,157.894811534316
"3571",13,2,105,25,13,0,330.217590976761
"3572",13,2,130,25,20,0,345.182379404783
"3573",13,2,155,25,21,0,349.849368582786
"3574",13,2,180,25,16,0,224.683697040663
"3575",13,2,205,25,20,0,323.617984976017
"3576",13,2,230,25,20,0,401.728836020136
"3577",13,2,255,25,20,0,313.262503626849
"3578",13,2,280,25,20,0,360.694826863478
"3579",13,2,305,25,19,0,299.680168371008
"3580",13,2,330,5,4,0,45.4845429394562
"3581",13,2,335,25,20,0,323.218991413484
"3582",13,2,360,3,1,0,231.805612337875
"3583",13,2,363,25,23,0,318.765589221859
"3584",13,2,388,25,17,0,204.419922835459
"3585",13,2,413,25,18,0,390.384368807073
"3586",13,2,438,25,18,0,217.679615798916
"3587",13,2,463,25,21,0,445.602906929024
"3588",13,2,488,25,21,0,193.70431615521
"3589",13,2,513,25,21,0,206.61831825302
"3590",13,2,538,25,21,0,269.527402292946
"3591",13,2,563,25,22,0,436.768378602744
"3592",13,2,588,25,19,0,116.888273361746
"3593",13,2,613,25,22,0,234.749280861326
"3594",13,2,638,25,22,0,196.886680785286
"3595",13,2,663,25,22,0,276.426541686707
"3596",13,2,688,25,19,0,366.497139615105
"3597",13,2,713,25,20,0,202.365388062009
"3598",13,2,738,25,16,0,232.535251815683
"3599",13,2,763,25,19,0,199.228982509264
"3600",13,2,788,25,23,0,285.453367824073
"3601",13,2,813,25,21,0,239.979225822929
"3602",13,2,838,25,17,0,267.250052284187
"3603",13,2,863,25,17,0,239.761655556241
"3604",13,2,888,3,2,0,38.4790027275506
"3605",13,2,891,25,20,0,247.166523461614
"3606",13,2,916,25,23,0,199.783710577261
"3607",13,2,941,25,23,0,310.638049453264
"3608",13,2,966,25,24,0,341.198124873201
"3609",13,2,991,25,18,0,288.0784276285
"3610",13,2,1016,25,21,0,264.536434467999
"3611",13,2,1041,25,18,0,287.209756710133
"3612",13,2,1066,25,21,0,349.111662552234
"3613",13,2,1091,25,21,0,223.835477474107
"3614",13,2,1116,25,24,0,284.994881448975
"3615",13,2,1141,25,18,0,297.927745086637
"3616",13,2,1166,25,21,0,226.25522525219
"3617",13,2,1191,25,23,0,247.292811464748
"3618",13,2,1216,25,21,0,555.237269456996
"3619",13,2,1241,25,20,0,247.069289984114
"3620",13,2,1266,25,22,0,419.451245973066
"3621",13,2,1291,25,20,0,184.906386579514
"3622",13,2,1316,25,18,0,215.463107738655
"3623",13,2,1341,25,23,0,231.287617210519
"3624",13,2,1366,14,13,0,132.903461184569
"3625",13,2,1380,25,21,0,201.385924110072
"3626",13,2,1405,25,22,0,268.809225000832
"3627",13,2,1430,25,24,0,337.210884358026
"3628",13,2,1455,25,16,0,271.67561872736
"3629",13,2,1480,25,21,0,357.326273886948
"3630",13,2,1505,25,22,0,366.202147157474
"3631",13,2,1530,25,18,0,218.937798034209
"3632",13,2,1555,25,24,0,227.995659459365
"3633",13,2,1580,25,19,0,269.357668912135
"3634",13,2,1605,25,18,0,276.94410801598
"3635",13,2,1630,25,21,0,190.268729052195
"3636",13,2,1655,25,18,0,268.302559169466
"3637",13,2,1680,25,22,0,201.544440434028
"3638",13,2,1705,25,22,0,212.257430348358
"3639",13,2,1730,25,21,0,169.663561656739
"3640",13,2,1755,25,19,0,154.540416756533
"3641",13,2,1780,25,22,0,187.917587027141
"3642",13,2,1805,25,24,0,152.602612410796
"3643",13,2,1830,25,22,0,200.258145486042
"3644",13,2,1855,25,19,0,237.741711084318
"3645",13,2,1880,25,25,0,292.012143798002
"3646",13,2,1905,25,20,0,222.414054332174
"3647",13,2,1930,25,19,0,123.276543741335
"3648",13,2,1955,25,23,0,161.492377602404
"3649",13,2,1980,25,23,0,202.789217519518
"3650",13,2,2005,25,23,0,368.008854423693
"3651",13,2,2030,25,19,0,200.411431392547
"3652",13,2,2055,25,18,0,145.35746370779
"3653",13,2,2080,25,23,0,302.099073075899
"3654",13,2,2105,25,20,0,132.074964683114
"3655",13,2,2130,25,21,0,188.712296051167
"3656",13,2,2155,25,24,0,334.038930722299
"3657",13,2,2180,25,23,0,258.938152585143
"3658",13,2,2205,25,23,0,221.81342693318
"3659",13,2,2230,25,20,0,146.192576774468
"3660",13,2,2255,25,23,0,147.63574504432
"3661",13,2,2280,25,16,0,175.06134422813
"3662",13,2,2305,25,22,0,231.380402076458
"3663",13,2,2330,25,19,0,190.158737469626
"3664",13,2,2355,25,19,0,133.920111371656
"3665",13,2,2380,25,15,0,219.139768763393
"3666",13,2,2405,25,22,0,269.544124271314
"3667",13,2,2430,25,24,0,163.737456897832
"3668",13,2,2455,25,19,0,210.034225835735
"3669",13,2,2480,25,20,0,136.634416262793
"3670",13,2,2505,25,23,0,166.025467744104
"3671",13,2,2530,25,17,0,194.504613939651
"3672",13,2,2555,25,19,0,231.391835359771
"3673",13,2,2580,25,21,0,162.844546242868
"3674",13,2,2605,25,20,0,159.127875231768
"3675",13,2,2630,19,19,0,133.155236358307
"3676",13,2,2649,25,23,0,374.313247607252
"3677",13,2,2674,25,22,0,187.069818740971
"3678",13,2,2699,25,22,0,124.298981984655
"3679",13,2,2724,25,22,0,210.68489882183
"3680",13,2,2749,25,22,0,233.874675817039
"3681",13,2,2774,25,20,0,321.281473755722
"3682",13,2,2799,25,24,0,145.378368667612
"3683",13,2,2824,25,23,0,176.258667432147
"3684",13,2,2849,25,23,0,236.050706319827
"3685",13,2,2874,25,16,0,128.302231048139
"3686",13,2,2899,25,25,0,169.155792541506
"3687",13,2,2924,25,24,0,146.18796402465
"3688",13,2,2949,25,19,0,223.296574671557
"3689",13,2,2974,25,20,0,233.692428729093
"3690",13,2,2999,25,24,0,184.55741881305
"3691",13,2,3024,25,22,0,127.487059785299
"3692",13,2,3049,25,22,0,225.275435468799
"3693",13,2,3074,25,24,0,122.852012745548
"3694",13,2,3099,25,19,0,222.764525167967
"3695",13,2,3124,25,22,0,229.073967286423
"3696",13,2,3149,25,21,0,119.241863003297
"3697",13,2,3174,25,25,0,230.90352508848
"3698",13,2,3199,25,22,0,161.582524694587
"3699",13,2,3224,25,22,0,272.089627204254
"3700",13,2,3249,25,20,0,206.83824404529
"3701",13,2,3274,25,17,0,135.364635888764
"3702",13,2,3299,25,23,0,256.237605517833
"3703",13,2,3324,25,23,0,203.161987440855
"3704",13,2,3349,25,21,0,132.590462439984
"3705",13,2,3374,25,21,0,256.728877654936
"3706",13,2,3399,25,25,0,131.617096355725
"3707",13,2,3424,25,25,0,154.176096581002
"3708",13,4,1,25,18,1,175.749940483189
"3709",13,4,26,25,22,1,232.362168153626
"3710",13,4,51,25,22,1,196.718408933789
"3711",13,4,76,25,21,1,356.45165216348
"3712",13,4,101,25,24,1,228.742433568707
"3713",13,4,126,25,23,1,273.184617796427
"3714",13,4,151,25,25,1,390.76541346036
"3715",13,4,176,25,15,1,189.681345655234
"3716",13,4,201,25,19,1,248.174943623191
"3717",13,4,226,25,20,1,210.338379873436
"3718",13,4,251,25,19,1,172.440688211992
"3719",13,4,276,25,22,1,245.016654359769
"3720",13,4,301,25,21,1,228.737655489309
"3721",13,4,326,25,23,1,227.576379633268
"3722",13,4,351,25,22,1,159.686171249324
"3723",13,4,376,25,24,1,132.403779760386
"3724",13,4,401,25,23,1,167.101949171232
"3725",13,4,426,25,20,1,149.327360001626
"3726",13,4,451,25,21,1,247.794802139386
"3727",13,4,476,25,24,1,144.661578735634
"3728",13,4,501,25,25,1,244.577453948113
"3729",13,4,526,25,22,1,252.833499181839
"3730",13,4,551,25,24,1,187.184817856566
"3731",13,4,576,25,23,1,180.865639650057
"3732",13,4,601,25,22,1,215.95331179945
"3733",13,4,626,25,24,1,167.914093398615
"3734",13,4,651,25,23,1,176.522350796109
"3735",13,4,676,25,20,1,224.043825636227
"3736",13,4,701,25,23,1,211.282651500695
"3737",13,4,726,25,22,1,168.863929086669
"3738",13,4,751,25,23,1,172.514213271418
"3739",13,4,776,25,23,1,295.490680791758
"3740",13,4,801,25,19,1,209.99972874188
"3741",13,4,826,15,13,1,135.019473672343
"3742",13,4,841,25,24,1,185.454605574747
"3743",13,4,866,25,24,1,172.569532366244
"3744",13,4,891,25,23,1,541.701656959994
"3745",13,4,916,25,25,1,196.471570015199
"3746",13,4,941,25,25,1,131.720791792047
"3747",13,4,966,25,23,1,267.623253398123
"3748",13,4,991,25,23,1,218.041190539159
"3749",13,4,1016,25,22,1,216.107029151757
"3750",13,4,1041,25,23,1,158.023740320392
"3751",13,4,1066,25,21,1,170.2576090274
"3752",13,4,1091,25,18,1,125.956147610086
"3753",13,4,1116,25,23,1,151.052905267059
"3754",13,4,1141,25,21,1,148.326416270405
"3755",13,4,1166,25,24,1,225.229425669387
"3756",13,4,1191,25,24,1,154.317009120138
"3757",13,4,1216,25,24,1,229.609802267482
"3758",13,4,1241,25,20,1,161.728271639877
"3759",13,4,1266,25,21,1,133.734060740929
"3760",13,4,1291,25,22,1,144.326045313381
"3761",13,4,1316,25,23,1,148.154847000186
"3762",13,4,1341,25,24,1,237.904309328996
"3763",13,4,1366,25,21,1,149.772528831599
"3764",13,4,1391,25,24,1,239.266898009278
"3765",13,4,1416,25,24,1,284.060673356799
"3766",13,4,1441,25,18,1,232.489641156477
"3767",13,4,1466,25,22,1,173.014952609025
"3768",13,4,1491,25,25,1,160.253384032814
"3769",13,4,1516,25,24,1,146.200596407051
"3770",13,4,1541,25,25,1,134.03923263875
"3771",13,4,1566,25,21,1,167.82712650181
"3772",13,4,1591,25,22,1,156.744704340801
"3773",13,4,1616,25,23,1,104.20736148654
"3774",13,4,1641,25,25,1,160.526787324271
"3775",13,4,1666,25,24,1,128.10010408841
"3776",13,4,1691,25,23,1,238.224452179592
"3777",13,4,1716,25,21,1,169.028475027197
"3778",13,4,1741,25,21,1,166.011399707379
"3779",13,4,1766,25,22,1,388.952988519684
"3780",13,4,1791,25,25,1,175.115494648242
"3781",13,4,1816,25,23,1,234.178027319114
"3782",13,4,1841,25,21,1,158.139241741019
"3783",13,4,1866,25,23,1,165.008815341051
"3784",13,4,1891,25,24,1,142.278275136433
"3785",13,4,1916,25,22,1,234.917051230053
"3786",13,4,1941,25,25,1,127.220247780354
"3787",13,4,1966,25,18,1,174.521907451089
"3788",13,4,1991,25,22,1,174.863722792417
"3789",13,4,2016,25,20,1,120.460438353794
"3790",13,4,2041,25,21,1,214.282398754122
"3791",13,4,2066,25,24,1,213.924930397565
"3792",13,4,2091,25,14,1,156.160927364664
"3793",13,4,2116,25,23,1,127.979927917827
"3794",14,1,1,25,22,1,537.134686704578
"3795",14,1,26,25,23,1,295.18425826533
"3796",14,1,51,25,19,1,429.777950701876
"3797",14,1,76,25,25,1,565.675590637026
"3798",14,1,101,25,24,1,337.425214695837
"3799",14,1,126,25,25,1,527.286244657982
"3800",14,1,151,25,25,1,408.016681248743
"3801",14,1,176,25,25,1,424.529064026816
"3802",14,1,201,25,22,1,539.8646174566
"3803",14,1,226,25,25,1,334.988837253644
"3804",14,1,251,25,22,1,348.258064634072
"3805",14,1,276,25,25,1,439.20391699837
"3806",14,1,301,25,24,1,279.713576116988
"3807",14,1,326,25,25,1,537.825376595596
"3808",14,1,351,25,25,1,335.599874975655
"3809",14,1,376,25,22,1,258.220710685006
"3810",14,1,401,25,25,1,293.044464538578
"3811",14,1,426,25,25,1,252.521971332263
"3812",14,1,451,25,25,1,302.010156313325
"3813",14,1,476,25,24,1,359.507078853471
"3814",14,1,501,25,23,1,445.25544314927
"3815",14,1,526,25,25,1,318.500551596654
"3816",14,1,551,25,25,1,598.456542915651
"3817",14,1,576,25,23,1,220.7854525558
"3818",14,1,601,4,4,1,18.2609664336541
"3819",14,1,605,25,24,1,296.349886958396
"3820",14,1,630,25,24,1,295.78798266264
"3821",14,1,655,19,18,1,268.895691595139
"3822",14,1,674,25,24,1,263.789644349508
"3823",14,1,699,25,24,1,310.468984896276
"3824",14,1,724,25,24,1,203.438806345727
"3825",14,1,749,25,24,1,216.415302155411
"3826",14,1,774,25,24,1,221.887998502024
"3827",14,1,799,25,25,1,249.568247903358
"3828",14,1,824,25,24,1,197.394478043523
"3829",14,1,849,25,22,1,270.113259051434
"3830",14,1,874,25,25,1,168.963000303198
"3831",14,1,899,25,25,1,254.801934180689
"3832",14,1,924,25,25,1,742.09600189798
"3833",14,1,949,25,24,1,229.824969581745
"3834",14,1,974,25,25,1,281.215601706797
"3835",14,1,999,25,25,1,265.28211953796
"3836",14,1,1024,25,20,1,158.087324740129
"3837",14,1,1049,25,25,1,250.619641607491
"3838",14,1,1074,25,24,1,240.847903275367
"3839",14,1,1099,25,23,1,281.592743122497
"3840",14,1,1124,25,23,1,311.958808850639
"3841",14,1,1149,25,23,1,207.02378901359
"3842",14,1,1174,25,25,1,185.144847852795
"3843",14,1,1199,25,22,1,292.732884786524
"3844",14,1,1224,25,25,1,319.081438975372
"3845",14,1,1249,25,25,1,370.217368460367
"3846",14,1,1274,25,25,1,338.103865320685
"3847",14,1,1299,25,23,1,236.642531365442
"3848",14,1,1324,25,24,1,174.75236873123
"3849",14,1,1349,25,25,1,172.161192655729
"3850",14,1,1374,25,22,1,371.054763230104
"3851",14,1,1399,25,24,1,339.0164605696
"3852",14,1,1424,25,24,1,246.057976263049
"3853",14,1,1449,25,23,1,174.863930236823
"3854",14,1,1474,15,12,1,108.606050904289
"3855",14,1,1489,25,24,1,265.357060952128
"3856",14,1,1514,25,24,1,205.047772030752
"3857",14,1,1539,25,25,1,484.630472104213
"3858",14,1,1564,25,24,1,193.294389655535
"3859",15,1,1,24,21,0,217.573627045615
"3860",15,1,25,25,21,0,432.69690780987
"3861",15,1,50,25,22,0,429.977647676482
"3862",15,1,75,25,20,0,884.208391109962
"3863",15,1,100,25,19,0,530.721085779562
"3864",15,1,125,25,22,0,355.848706115064
"3865",15,1,150,25,21,0,259.61899257972
"3866",15,1,175,25,22,0,406.026910579251
"3867",15,1,200,25,25,0,300.483190011049
"3868",15,1,225,25,25,0,324.83200802456
"3869",15,1,250,5,5,0,64.8406267067539
"3870",15,1,255,25,22,0,700.783561111144
"3871",15,1,280,25,21,0,364.931692033168
"3872",15,1,305,25,24,0,416.595557831462
"3873",15,1,330,25,22,0,755.285592109658
"3874",15,1,355,25,22,0,599.846924467783
"3875",15,1,380,25,16,0,320.88352632676
"3876",15,1,405,25,19,0,307.885020765266
"3877",15,1,430,4,4,0,26.3280467209336
"3878",15,1,434,25,18,0,300.569817912136
"3879",15,1,459,25,19,0,335.52633178828
"3880",15,1,484,25,20,0,326.871522189719
"3881",15,1,509,25,24,0,396.642639462432
"3882",15,1,534,25,21,0,244.285753400809
"3883",15,1,559,25,22,0,322.905043386231
"3884",15,1,584,25,17,0,261.287050396666
"3885",15,1,609,25,22,0,344.046000693253
"3886",15,1,634,25,23,0,674.314897707375
"3887",15,1,659,25,19,0,374.999756156303
"3888",15,1,684,25,22,0,280.102592745342
"3889",15,1,709,25,21,0,336.543296289074
"3890",15,1,734,25,22,0,280.563349789201
"3891",15,1,759,25,19,0,292.140006902928
"3892",15,1,784,25,23,0,322.572549873673
"3893",15,1,809,25,23,0,296.877410637292
"3894",15,1,834,25,19,0,610.278493850104
"3895",15,1,859,25,23,0,373.951842647211
"3896",15,1,884,25,22,0,539.71954931952
"3897",15,1,909,25,23,0,483.257115472858
"3898",15,1,934,25,21,0,374.978755234773
"3899",15,1,959,25,23,0,352.822518741474
"3900",15,1,984,25,16,0,449.09873644506
"3901",15,1,1009,25,16,0,364.051185300426
"3902",15,1,1034,14,11,0,229.59852145876
"3903",15,1,1048,25,23,0,362.400864447652
"3904",15,1,1073,25,23,0,306.675082977503
"3905",15,1,1098,25,20,0,244.210281167969
"3906",15,1,1123,25,21,0,278.479450928311
"3907",15,1,1148,25,24,0,303.294289195252
"3908",15,1,1173,25,23,0,420.686644705666
"3909",15,1,1198,25,19,0,293.830197902219
"3910",15,1,1223,25,24,0,253.917198305747
"3911",15,1,1248,25,24,0,398.358262021957
"3912",15,1,1273,25,21,0,361.829729505387
"3913",15,1,1298,25,22,0,532.544526602025
"3914",15,1,1323,25,25,0,336.421263357751
"3915",15,1,1348,25,21,0,310.087098126198
"3916",15,1,1373,25,21,0,326.138033343229
"3917",15,1,1398,25,19,0,216.24829424312
"3918",15,1,1423,25,21,0,297.347972495263
"3919",15,1,1448,25,17,0,310.799372009698
"3920",15,1,1473,25,22,0,265.841309319759
"3921",15,1,1498,25,16,0,205.820355919519
"3922",15,1,1523,25,21,0,296.648305691
"3923",15,1,1548,25,17,0,203.840130989502
"3924",15,1,1573,25,22,0,363.213663182194
"3925",15,1,1598,25,23,0,400.838824717182
"3926",15,1,1623,25,25,0,253.271673460502
"3927",15,1,1648,25,20,0,343.653533361105
"3928",15,1,1673,25,18,0,165.381931542913
"3929",15,1,1698,25,21,0,299.872451285502
"3930",15,1,1723,25,17,0,189.655836564175
"3931",15,1,1748,14,12,0,186.625786125832
"3932",15,1,1762,7,5,0,57.3513899095043
"3933",15,1,1769,25,25,0,312.1406554054
"3934",15,1,1794,25,23,0,297.570307511366
"3935",15,1,1819,25,21,0,418.255128940486
"3936",15,1,1844,25,22,0,247.68106951041
"3937",15,1,1869,25,22,0,333.903514567157
"3938",15,1,1894,25,20,0,321.49865349125
"3939",15,1,1919,25,23,0,346.49192088344
"3940",15,1,1944,25,24,0,290.233604239678
"3941",15,1,1969,25,25,0,242.175398020461
"3942",15,1,1994,25,20,0,175.352527547178
"3943",15,1,2019,25,20,0,369.952902231153
"3944",15,1,2044,25,23,0,221.385119545153
"3945",15,1,2069,25,23,0,175.131716829064
"3946",15,1,2094,25,21,0,256.436319336289
"3947",15,1,2119,25,24,0,165.538255662157
"3948",15,1,2144,25,23,0,276.417817510358
"3949",15,1,2169,25,19,0,268.588229980546
"3950",15,1,2194,25,19,0,228.611486083142
"3951",15,1,2219,25,19,0,366.176572223288
"3952",15,1,2244,25,24,0,437.006101419985
"3953",15,1,2269,25,23,0,338.471069948655
"3954",15,1,2294,25,24,0,241.460851617479
"3955",15,1,2319,25,19,0,210.376372715614
"3956",15,1,2344,25,17,0,304.753630878037
"3957",15,1,2369,25,19,0,191.005136780274
"3958",15,1,2394,25,25,0,162.798107755073
"3959",15,1,2419,25,23,0,218.485547305851
"3960",15,1,2444,25,22,0,353.428388828928
"3961",15,1,2469,25,24,0,216.599083361232
"3962",15,1,2494,25,24,0,351.328923268606
"3963",15,1,2519,25,22,0,258.680585704544
"3964",15,1,2544,25,19,0,386.07837990755
"3965",15,1,2569,25,20,0,263.586287674296
"3966",15,1,2594,25,21,0,290.068495151688
"3967",15,1,2619,25,23,0,242.376271472213
"3968",15,1,2644,25,25,0,338.138518540638
"3969",15,1,2669,25,25,0,261.236365296961
"3970",15,1,2694,25,18,0,267.750997471189
"3971",15,1,2719,25,22,0,212.221580501975
"3972",15,1,2744,25,22,0,310.46334480553
"3973",15,1,2769,25,24,0,228.211975431376
"3974",15,1,2794,25,21,0,199.056852232037
"3975",15,1,2819,25,23,0,260.659225670205
"3976",15,1,2844,25,22,0,261.92508030178
"3977",15,1,2869,25,25,0,239.604561963983
"3978",15,1,2894,25,25,0,126.161988879463
"3979",15,1,2919,25,25,0,205.716828055419
"3980",15,1,2944,25,23,0,274.818135755844
"3981",15,1,2969,25,22,0,196.565113672428
"3982",15,1,2994,25,23,0,255.259158724353
"3983",15,1,3019,25,25,0,273.429252093412
"3984",15,1,3044,4,4,0,52.3209349434158
"3985",15,1,3048,25,19,0,230.290442912606
